微生物学::06 寄生虫	日本住血吸虫 の学名は？	Schistosoma japonicum		寄生虫,吸虫,学名	k59b968ec
微生物学::06 寄生虫	日本住血吸虫 の分類は？（原虫・線虫・吸虫・条虫）	吸虫		寄生虫,吸虫,分類	k1ba5df88
微生物学::06 寄生虫	日本住血吸虫 の感染経路は？	経皮感染（水中のセルカリアが侵入）		寄生虫,吸虫,感染経路	k0b9fde63
微生物学::06 寄生虫	日本住血吸虫 がヒトに感染するときの形態は？	セルカリア（cercaria）		寄生虫,吸虫,感染形態	k2fa79645
微生物学::06 寄生虫	日本住血吸虫 が起こす疾患は？	住血吸虫症		寄生虫,吸虫,疾患	ke3034c27
微生物学::06 寄生虫	肺吸虫	肺吸虫		寄生虫,吸虫,中日対応	k8a935784
微生物学::06 寄生虫	肺吸虫 の学名は？	Paragonimus		寄生虫,吸虫,学名	k276afee4
微生物学::06 寄生虫	肺吸虫 の分類は？（原虫・線虫・吸虫・条虫）	吸虫		寄生虫,吸虫,分類	kb7684284
微生物学::06 寄生虫	肺吸虫 の感染経路は？	経口感染（生または加熱不十分なカニ・ザリガニ）		寄生虫,吸虫,感染経路	k90a78fc0
微生物学::06 寄生虫	肺吸虫 がヒトに感染するときの形態は？	メタセルカリア（metacercaria）		寄生虫,吸虫,感染形態	kf983afd3
微生物学::06 寄生虫	肺吸虫 が起こす疾患は？	肺吸虫症		寄生虫,吸虫,疾患	k59e0a824
微生物学::06 寄生虫	包虫	エキノコックス		寄生虫,条虫,中日対応	k18f16bbd
微生物学::06 寄生虫	エキノコックス の学名は？	Echinococcus		寄生虫,条虫,学名	k693222ba
微生物学::06 寄生虫	エキノコックス の分類は？（原虫・線虫・吸虫・条虫）	条虫		寄生虫,条虫,分類	k6a62cd17
微生物学::06 寄生虫	エキノコックス の感染経路は？	経口感染（犬の糞便由来の虫卵）		寄生虫,条虫,感染経路	k8e476c5c
微生物学::06 寄生虫	エキノコックス がヒトに感染するときの形態は？	虫卵		寄生虫,条虫,感染形態	k828da061
微生物学::06 寄生虫	エキノコックス が起こす疾患は？	エキノコックス症		寄生虫,条虫,疾患	k79e19c58
